Level of Care,FACILITY NAME,FACILITY TELEPHONE,TOWN,COUNTY,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,Location 1
CCNH,Advanced Nursing and Rehabilitation Center of New Haven,(203) 789-1650,New Haven,NEW_HAVEN,For Profit,1,1,226,226,165,0,0,355,320,,,,,165,0,0,0,0,6,33,46,38,36,6,0,61,104,0,16,68,45,0,36,0,52,88,24,0,1,0,141,0,0,8,0,13,0,0,0,0,0,1,1,1,2014,"169 Davenport Avenue
New Haven, CT
(41.302291, -72.939089)"
CCNH,Salmon Brook Center,(860) 633-5244,Glastonbury,HARTFORD,For Profit,1,1,128,128,104,0,0,425,395,,,,,104,0,0,0,0,5,0,8,36,49,6,0,27,77,0,36,8,50,0,10,0,100,1,2,0,1,0,0,0,0,45,0,28,2,0,0,0,14,0,12,3,2014,"72 Slamon Brook Drive
Glastonbury, CT
(41.716529, -72.603395)"
CCNH,Jefferson House,(860) 667-4453,Newington,HARTFORD,Non-profit,1,1,104,104,99,0,0,478,449,,,,,99,0,0,0,0,0,2,5,28,44,20,0,18,81,0,19,11,65,0,4,0,99,0,0,0,0,0,53,0,0,3,0,17,5,0,0,0,0,Level of Care,21,0,2015,"1 John H. Stewart Drive
Newington, CT
(41.69601, -72.71407)"
CCNH,Golden Hill Health Care Center,(203) 877-0371,Milford,NEW_HAVEN,For Profit,1,1,120,120,103,0,0,465,410,370,,,,103,0,0,1,0,2,9,20,25,36,10,0,41,62,0,20,13,49,2,19,0,87,12,4,0,0,0,72,0,0,0,0,9,5,11,0,0,0,1,5,0,2014,"2028 Bridgeport Avenue
Milford, CT
(41.21709, -73.066793)"
CCNH,Fairview Healthcare of Greenwich,(203) 531-8300,Greenwich,FAIRFIELD,For Profit,1,1,75,75,69,0,0,470,450,,,,,69,0,0,0,0,2,8,18,18,17,6,0,22,47,0,18,10,14,9,18,0,44,10,8,0,0,7,39,11,0,0,0,11,0,0,0,0,0,0,7,1,2014,"1188 King Street
Greenwich, CT
(41.062781, -73.694869)"
RHNS,Marshall Lane Manor,(203) 734-3393,Derby,NEW_HAVEN,For Profit,1,1,120,0,0,120,104,,,,215,195,190,104,0,0,0,0,2,0,14,32,46,10,0,80,24,0,4,27,57,1,15,0,98,2,3,1,0,0,90,0,0,3,0,0,0,0,0,0,0,0,10,1,2014,"101 Marshall Lane
Derby, CT
(41.317702, -73.051346)"
CCNH,"Mary Wade Home, Inc.",(203) 562-7222,New Haven,NEW_HAVEN,Non-profit,1,1,94,94,90,0,0,462,420,,,,,90,0,0,0,0,0,3,9,15,53,10,0,17,73,0,15,13,53,0,9,0,78,10,2,0,0,0,53,0,0,6,0,11,0,0,0,0,1,0,19,0,2014,"118 Clinton Avenue
New Haven, CT
(41.312613, -72.891247)"
CCNH,West River Rehab Center,(203) 876-5123,Milford,NEW_HAVEN,Non-profit,1,1,120,120,110,0,0,495,435,,,,,110,0,0,0,2,4,10,13,36,34,11,0,34,76,0,19,21,54,0,16,0,105,3,1,0,1,0,77,0,0,4,0,20,1,0,0,0,0,FACILITY NAME,6,1,2015,"245 Orange Avenue
Milford, CT
(41.237611, -73.050273)"
CCNH,"Lourdes Health Care Center, Inc.",(203) 762-4135,Wilton,FAIRFIELD,Non-profit,1,1,40,40,37,0,0,400,,,,,,37,0,0,0,0,0,0,2,11,20,4,0,0,37,0,0,37,0,0,0,0,36,0,1,0,0,0,33,0,0,0,0,4,0,0,0,0,0,0,0,0,2014,"345 Belden Hill Road
Wilton, CT
(41.172657, -73.438508)"
CCNH,Apple Rehab Avon,(860) 673-3265,Avon,HARTFORD,For Profit,1,1,60,60,54,0,0,424,410,,,,,54,0,0,0,0,1,3,6,17,18,9,0,18,36,0,16,6,29,0,3,0,50,1,0,0,2,1,25,0,0,4,0,9,3,0,0,0,0,4,9,0,2014,"220 Scoville Road
Avon, CT
(41.775896, -72.860995)"
CCNH,"Alzheimer's Resource Center of Connecticut, Inc.",(860) 628-9000,Plantsville,HARTFORD,Non-profit,1,1,120,120,114,0,0,,525,,,,,114,0,0,0,0,0,7,11,40,49,7,0,40,74,0,38,2,62,0,12,0,112,0,1,1,0,0,69,0,0,4,0,3,0,0,0,1,9,Level of Care,28,0,2015,"1261 South Main Street
Plantsville, CT
(41.573195, -72.895838)"
CCNH,Village Green of Waterbury Rehabilitation and Health Center,(203) 757-9271,Waterbury,NEW_HAVEN,For Profit,1,1,180,180,128,0,0,389.34,349.17,316.21,,,,128,0,0,3,7,16,36,24,19,20,3,0,57,71,0,24,28,38,3,35,0,90,13,24,0,1,0,105,1,0,1,0,14,3,0,0,0,0,1,3,0,2014,"128 Cedar Avenue
Waterbury, CT
(41.549392, -72.996781)"
CCNH,Chesterfield's Health Care Center,(860) 526-5363,Chester,MIDDLESEX,For Profit,1,1,60,60,44,0,0,375,350,,,,,44,0,0,1,0,2,4,7,13,10,7,0,13,31,0,4,10,21,1,8,0,42,1,1,0,0,0,32,0,0,0,0,4,0,0,0,0,0,0,4,4,2014,"132 Main Street
Chester, CT
(41.402061, -72.444367)"
CCNH,Summit at Plantsville,(860) 628-0364,Plantsville,HARTFORD,For Profit,1,1,150,150,138,0,0,465,443,,,,,138,0,0,0,0,7,14,20,29,50,18,0,50,88,0,29,17,73,2,17,0,133,4,1,0,0,0,89,0,0,3,0,7,8,16,0,0,0,FACILITY NAME,14,0,2015,"261 Summit Street
Plantsville, CT
(41.591955, -72.89307)"
CCNH,Gladview Health Care Center,(860) 388-6696,Old Saybrook,MIDDLESEX,For Profit,1,1,132,132,120,0,0,381,361,,,,,120,0,0,0,1,3,14,17,26,45,14,0,48,72,0,15,27,53,1,24,0,115,2,2,0,1,0,66,0,0,20,0,6,5,9,0,0,0,TOWN,8,3,2015,"60 Boston Post Road
Old Saybrook, CT
(41.312548, -72.36333)"
CCNH,The Watermark at 3030,(203) 374-5611,Bridgeport,FAIRFIELD,For Profit,1,0,23,23,22,0,0,550,,,,,,22,0,0,0,0,0,0,1,8,11,2,0,7,15,0,8,3,11,0,0,0,20,2,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,Level of Care,3,0,2015,"3030 Park Avenue
Bridgeport, CT
(41.198603, -73.21972)"
CCNH,"Fairview Healthcare of Southport, LLC",(203) 259-7894,Southport,FAIRFIELD,For Profit,1,1,120,120,110,0,0,475,445,,,,,110,0,0,3,5,5,22,20,28,20,7,0,51,59,0,24,43,24,0,19,0,82,21,7,0,0,0,85,0,0,6,0,16,0,0,0,0,0,0,3,0,2014,"930 Mill Hill Terrace
Southport, CT
(41.14435, -73.286669)"
CCNH,Apple Rehab Mystic,(860) 536-9655,Mystic,NEW_LONDON,For Profit,1,1,60,60,52,0,0,424,388,,,,,52,0,0,0,0,1,2,2,11,29,7,0,8,44,0,12,4,33,0,3,0,52,0,0,0,0,0,34,0,0,1,0,5,0,0,0,0,0,2,8,2,2014,"28 Broadway
Mystic, CT
(41.352255, -71.963903)"
CCNH,Bayview Health Care,(860) 444-1175,Waterford,NEW_LONDON,For Profit,1,1,127,127,126,0,0,485,475,,,,,126,0,0,0,0,4,11,13,41,46,11,0,39,87,0,35,20,53,0,18,0,118,6,2,0,0,0,98,0,0,6,0,14,0,0,0,0,0,Level of Care,8,0,2015,"301 Rope Ferry Road
Waterford, CT
(41.327443, -72.165413)"
CCNH,"Montowese Health & Rehabilitation Center, Inc.",(203) 624-3303,North Haven,NEW_HAVEN,For Profit,1,1,120,120,103,0,0,490,440,,,,,103,0,0,1,3,6,15,26,27,22,3,0,37,66,0,26,26,34,1,16,0,76,24,3,0,0,0,18,0,0,0,0,47,19,0,0,0,0,Licensed CCNH Beds,10,0,2015,"163 Quinnipiac Avenue
North Haven, CT
(41.346954, -72.863503)"
CCNH,Valerie Manor,(860) 489-1008,Torrington,LITCHFIELD,For Profit,1,1,151,151,140,0,0,502,480,,,,,140,0,0,0,0,0,5,14,42,65,14,0,39,101,0,36,16,67,0,21,0,138,1,0,0,1,0,105,0,0,5,0,14,2,0,0,0,0,Level of Care,14,0,2015,"1360 Torringford Street
Torrington, CT
(41.827542, -73.079122)"
CCNH,Birmingham Health Center,(203) 735-7401,Derby,NEW_HAVEN,For Profit,1,1,120,120,110,0,0,455,410,,,,,110,0,0,1,1,6,20,26,23,25,8,0,50,60,0,15,21,47,3,24,0,89,15,6,0,0,0,90,0,0,2,0,7,1,6,0,0,0,0,3,1,2014,"210 Chatfield Street
Derby, CT
(41.338109, -73.095478)"
CCNH,"Paradigm Healthcare Center of New Haven, LLC",(203) 907-3550,New Haven,NEW_HAVEN,For Profit,1,1,150,150,141,0,0,382,382,311,,,,141,0,0,0,2,18,48,32,26,15,0,0,76,65,0,9,77,19,8,28,0,71,48,16,1,0,5,130,0,0,1,0,2,2,0,0,0,0,0,1,5,2014,"181 Clifton Street
New Haven, CT
(41.309374, -72.878822)"
CCNH,Crossings West Health and Rehabilitation Center,(860) 447-1471,New London,NEW_LONDON,Non-profit,1,1,66,66,46,0,0,437,370,,,,,46,0,0,0,3,4,14,11,8,5,1,0,23,23,0,10,16,5,0,15,0,35,8,2,0,1,0,35,0,0,3,0,5,1,0,0,0,0,Level of Care,1,1,2015,"89 Viets Street
New London, CT
(41.33916, -72.110798)"
CCNH,"Notre Dame Convalescent Home, Inc.",(203) 847-5893,Norwalk,FAIRFIELD,Non-profit,1,1,60,60,56,0,0,415,370,,,,,56,0,0,0,0,0,1,3,14,28,10,0,11,45,0,7,15,28,3,3,0,49,3,3,0,1,0,35,0,0,0,0,6,0,0,0,0,0,Level of Care,15,0,2015,"76 West Rocks Road
Norwalk, CT
(41.133396, -73.413862)"
CCNH,Greenwich Woods Rehabilitation,(203) 531-1335,Greenwich,FAIRFIELD,For Profit,1,1,217,217,178,0,0,513,492,,,,,178,0,0,0,1,4,10,18,46,73,26,0,46,132,0,37,23,96,3,19,0,150,14,13,0,1,0,112,0,0,6,0,31,12,0,0,0,0,COUNTY,9,4,2015,"1165 King Street
Greenwich, CT
(41.059534, -73.694347)"
CCNH,Cheshire Regional Rehab Center,(203) 272-7285,Cheshire,NEW_HAVEN,Non-profit,1,1,120,120,105,0,0,455,400,,,,,105,0,0,0,0,7,8,25,22,30,13,0,46,59,0,18,30,46,0,11,0,96,6,2,0,1,0,80,0,0,1,0,9,4,0,0,0,0,FACILITY NAME,9,1,2015,"745 Highland Avenue
Cheshire, CT
(41.518026, -72.897694)"
CCNH,Branford Hills Health Care Center,(203) 481-6221,Branford,NEW_HAVEN,For Profit,1,1,190,190,182,0,0,445,405,,,,,182,0,0,0,0,0,7,22,28,94,31,0,44,138,0,16,18,143,0,5,0,178,3,0,0,0,1,130,0,0,5,0,24,7,0,0,1,0,Level of Care,15,0,2015,"189 Alps Road
Branford, CT
(41.264159, -72.846724)"
CCNH,Vernon Manor Health Care Center,(860) 871-0385,Vernon,TOLLAND,For Profit,1,1,120,120,103,0,0,403,373,,,,,103,0,0,0,0,1,3,7,27,48,17,0,15,88,0,14,10,65,0,14,0,101,1,0,0,1,0,69,0,0,3,0,12,1,0,1,0,0,0,15,2,2014,"180 Regan Road
Vernon, CT
(41.852296, -72.477755)"
CCNH,Bloomfield Center for Nursing and Rehabilitation,(860) 242-8595,Bloomfield,HARTFORD,For Profit,1,1,120,120,102,0,0,404,375,,,,,102,0,0,1,1,4,11,23,21,30,11,0,49,53,0,28,20,34,10,10,0,49,45,7,0,1,0,83,0,0,2,0,6,7,0,0,0,0,Level of Care,3,1,2015,"355 Park Avenue
Bloomfield, CT
(41.822502, -72.713086)"
CCNH,Apple Rehab Middletown,(860) 347-3315,Middletown,MIDDLESEX,For Profit,1,1,70,70,60,0,0,421,395,,,,,60,0,0,0,0,1,2,6,10,30,11,0,15,45,0,8,6,37,0,9,0,55,5,0,0,0,0,32,0,0,4,0,17,0,0,0,0,0,FACILITY NAME,6,0,2015,"600 Highland Avenue
Middletown, CT
(41.532381, -72.654814)"
CCNH,Paradigm at Bentley Gardens,(203) 654-2100,West Haven,NEW_HAVEN,For Profit,1,1,98,98,90,0,0,422,380,,,,,90,0,0,0,0,2,19,15,22,27,5,0,37,53,0,17,26,28,2,17,0,59,19,6,0,0,6,73,0,0,2,0,12,0,0,0,0,0,0,3,0,2014,"310 Terrace Avenue
West Haven, CT
(41.283058, -72.968983)"
CCNH,"Paradigm Healthcare Center of Torrington, LLC",(860) 294-7300,Torrington,LITCHFIELD,For Profit,1,1,75,75,68,0,0,450,439,,,,,68,0,0,0,0,10,10,12,14,17,5,0,34,34,0,7,21,27,0,13,0,62,2,4,0,0,0,50,0,0,5,0,6,0,0,0,1,0,Level of Care,6,0,2015,"80 Fern Drive
Torrington, CT
(41.810421, -73.108943)"
CCNH,Governor's House,(860) 658-1018,Simsbury,HARTFORD,For Profit,1,1,73,73,72,0,0,502,458,,,,,72,0,0,0,1,2,6,10,21,28,4,0,26,46,0,18,16,28,0,10,0,70,1,1,0,0,0,48,0,0,3,0,17,0,0,0,0,0,1,3,0,2014,"36 Firetown Road
Simsbury, CT
(41.872974, -72.811606)"
CCNH,Pilgrim Manor,(860) 635-5511,Cromwell,MIDDLESEX,Non-profit,1,1,60,60,48,0,0,524,435,,,,,48,0,0,0,0,0,0,0,7,30,11,0,7,41,0,4,4,38,0,2,0,48,0,0,0,0,0,21,0,0,1,0,10,0,0,0,0,2,0,14,0,2014,"52 Missionary Road
Cromwell, CT
(41.600975, -72.667306)"
CCNH,"Grove Manor Nursing Home, Inc.",(203) 753-7205,Waterbury,NEW_HAVEN,For Profit,1,1,60,60,51,0,0,318,298,298,,,,51,0,0,0,1,2,11,15,10,12,0,0,25,26,0,4,22,13,0,12,0,27,8,16,0,0,0,48,0,0,0,0,1,0,0,0,0,1,0,1,0,2014,"145 Grove Street
Waterbury, CT
(41.559964, -73.041247)"
CCNH,St. Joseph's Center,(203) 268-6204,Trumbull,FAIRFIELD,For Profit,1,1,274,274,250,0,0,510,460,,,,,250,0,0,1,2,1,14,33,54,112,33,0,68,182,0,37,61,121,1,30,0,217,19,10,0,2,2,190,0,0,9,0,20,9,0,0,0,0,0,16,6,2014,"6448 Main Street
Trumbull, CT
(41.27423, -73.226931)"
CCNH,Talmadge Park Health Care,(203) 469-2316,East Haven,NEW_HAVEN,For Profit,1,1,90,90,79,0,0,375,345,,,,,79,0,0,0,0,0,4,9,25,27,14,0,21,58,0,20,3,43,0,13,0,72,4,2,0,1,0,66,0,0,1,0,1,1,0,0,0,0,Level of Care,6,4,2015,"38 Talmadge Avenue
East Haven, CT
(41.263459, -72.86361)"
CCNH,St. Mary Home,(860) 570-8200,West Hartford,HARTFORD,Non-profit,1,1,256,256,244,0,0,451.5,410,,,,,244,0,0,0,0,1,12,26,58,112,35,0,60,184,0,49,86,93,1,15,0,204,18,8,0,3,11,157,0,0,8,0,28,7,0,0,0,0,0,44,0,2014,"2021 Albany Avenue
West Hartford, CT
(41.786086, -72.726541)"
CCNH,Mansfield Center for Nursing & Rehabilitation,(860) 487-2300,Storrs,TOLLAND,Non-profit,1,1,98,98,90,0,0,405,385,,,,,90,0,0,0,0,1,8,3,26,44,8,0,29,61,0,22,8,48,0,12,0,88,1,1,0,0,0,49,0,0,6,0,8,1,0,0,0,0,2,24,0,2014,"100 Warren Circle
Storrs, CT
(41.791873, -72.253191)"
CCNH,Birmingham Health Center,(203) 735-7401,Derby,NEW_HAVEN,For Profit,1,1,120,120,109,0,0,455,410,,,,,109,0,0,1,2,6,13,28,27,24,8,0,54,55,0,19,22,43,2,23,0,92,14,3,0,0,0,82,0,0,3,0,7,3,6,0,0,0,Level of Care,4,4,2015,"210 Chatfield Street
Derby, CT
(41.338109, -73.095478)"
CCNH,New London Rehab and Care of Waterford,(860) 442-0471,Waterford,NEW_LONDON,For Profit,1,1,120,120,107,0,0,405,355,,,,,107,0,0,0,0,3,12,24,22,45,1,0,30,77,0,19,22,42,9,15,0,84,12,5,0,1,5,74,0,0,4,0,8,3,0,0,2,2,Level of Care,12,2,2015,"88 Clark Lane
Waterford, CT
(41.348607, -72.127493)"
CCNH,Apple Rehab Middletown,(860) 347-3315,Middletown,MIDDLESEX,For Profit,1,1,70,70,59,0,0,421,395,,,,,59,0,0,0,0,1,2,7,18,22,9,0,18,41,0,16,8,25,0,10,0,57,1,1,0,0,0,33,0,0,2,0,12,1,0,0,0,0,2,8,1,2014,"600 Highland Avenue
Middletown, CT
(41.532381, -72.654814)"
CCNH,Apple Rehab Laurel Woods,(203) 466-6850,East Haven,NEW_HAVEN,For Profit,1,1,120,120,104,0,0,475,435,,,,,104,0,0,1,0,2,8,10,28,39,16,0,25,79,0,6,14,80,0,4,0,100,2,1,0,1,0,75,0,0,0,0,13,6,0,0,0,0,0,7,3,2014,"451 North High Street
East Haven, CT
(41.292527, -72.866913)"
CCNH,Cambridge Health and Rehabilitation Center,(203) 372-0313,Fairfield,FAIRFIELD,For Profit,1,1,160,160,152,0,0,489,465,,,,,152,0,0,0,0,1,6,14,37,75,19,0,39,113,0,25,28,78,0,21,0,140,10,1,0,1,0,92,0,0,15,0,16,12,0,0,0,0,0,12,5,2014,"2428 Easton Turnpike
Fairfield, CT
(41.21156, -73.246278)"
CCNH,Whitney Center,(203) 848-2611,Hamden,NEW_HAVEN,Non-profit,1,1,59,59,40,0,0,430,395,,,,,40,0,0,0,0,0,0,1,7,22,10,0,9,31,0,6,1,31,0,2,0,40,0,0,0,0,0,3,0,0,0,0,3,0,0,26,4,0,0,2,2,2014,"200 Leeder Hill Drive
Hamden, CT
(41.349388, -72.921005)"
CCNH,Northbridge Healthcare Center,(203) 336-0232,Bridgeport,FAIRFIELD,For Profit,1,1,145,145,141,0,0,462,442,,,,,141,0,0,1,2,6,12,27,45,43,5,0,51,90,0,21,38,60,1,21,0,58,51,30,0,2,0,115,0,0,2,0,10,8,0,0,0,0,FACILITY TELEPHONE,4,0,2015,"2875 Main Street
Bridgeport, CT
(41.201535, -73.203509)"
CCNH,Edgehill Health Center,(203) 323-2323,Stamford,FAIRFIELD,For Profit,1,0,60,60,53,0,0,576,540,,,,,53,0,0,0,0,0,0,2,17,21,13,0,21,32,0,19,3,30,0,1,0,52,1,0,0,0,0,0,0,0,0,0,30,0,0,14,0,0,0,9,0,2014,"122 Palmers Hill Road
Stamford, CT
(41.059385, -73.565582)"
CCNH,Spectrum Healthcare Torrington,(860) 482-8563,Torrington,LITCHFIELD,For Profit,1,1,126,126,115,0,0,,435,380,,,,115,0,0,0,3,4,16,17,27,41,7,0,46,69,0,21,30,44,0,20,0,112,2,1,0,0,0,80,0,0,8,0,17,1,0,0,0,0,1,8,0,2014,"225 Wyoming Avenue
Torrington, CT
(41.796149, -73.142106)"
CCNH,Meriden Center,(203) 238-2645,Meriden,NEW_HAVEN,For Profit,1,1,130,130,119,0,0,450,430,,,,,119,0,1,0,2,4,11,22,29,35,15,0,49,70,0,19,28,51,1,20,0,100,6,12,1,0,0,86,0,0,3,0,13,6,0,0,0,0,FACILITY NAME,8,2,2015,"845 Paddock Avenue
Meriden, CT
(41.50704, -72.777492)"
CCNH,Manchester Manor Health Care Center,(860) 646-0129,Manchester,HARTFORD,For Profit,1,1,126,126,114,0,0,434,398,,,,,114,0,0,0,0,0,2,8,24,62,18,0,24,90,0,19,11,72,0,12,0,108,3,1,1,0,1,56,0,0,7,0,17,8,0,7,0,0,Level of Care,18,1,2015,"385 West Center Street
Manchester, CT
(41.769715, -72.552752)"
CCNH,Jewish Home for the Elderly,(203) 365-6400,Fairfield,FAIRFIELD,Non-profit,1,1,360,360,320,0,0,495,475,,,,,320,0,0,0,0,0,2,17,75,167,59,0,67,253,0,55,25,200,2,38,0,318,2,0,0,0,0,229,0,0,4,0,18,9,2,0,0,0,FACILITY NAME,57,0,2015,"175 Jefferson Street
Fairfield, CT
(41.223287, -73.245587)"
CCNH,Jewish Home for the Elderly,(203) 365-6400,Fairfield,FAIRFIELD,Non-profit,1,1,360,360,346,0,0,480,460,,,,,346,0,0,0,0,0,2,74,72,140,58,0,88,258,0,66,19,218,2,41,0,337,5,3,0,1,0,244,0,0,8,0,30,2,0,0,0,0,1,61,0,2014,"175 Jefferson Street
Fairfield, CT
(41.223287, -73.245587)"
CCNH,Cheshire House Health Care Facility & Rehabilitation,(203) 754-2161,Waterbury,NEW_HAVEN,For Profit,1,1,75,75,73,0,0,380,350,,,,,73,0,0,0,0,0,5,2,20,34,12,0,12,61,0,14,11,39,1,8,0,69,2,1,0,1,0,35,0,0,3,0,11,13,0,0,0,2,0,9,0,2014,"3396 East Main Street
Waterbury, CT
(41.544246, -72.977815)"
CCNH,Davis Place,(860) 774-9540,Danielson,WINDHAM,For Profit,1,1,190,190,174,0,0,357,336,,,,,174,0,0,0,4,8,12,40,52,50,8,0,77,97,0,13,16,126,5,14,0,163,4,6,0,1,0,130,0,0,16,0,13,5,0,0,0,0,TOWN,6,1,2015,"111 Westcott Road
Danielson, CT
(41.809353, -71.873842)"
CCNH,Avon Health Center,(860) 673-2521,Avon,HARTFORD,For Profit,1,1,120,120,114,0,0,435,403,386,,,,114,0,0,0,0,0,2,7,23,69,13,0,27,87,0,25,10,65,1,13,0,112,2,0,0,0,0,68,0,0,1,0,14,5,0,0,0,0,Level of Care,24,2,2015,"652 West Avon Road
Avon, CT
(41.773126, -72.861357)"
CCNH,Manchester Manor Health Care Center,(860) 646-0129,Manchester,HARTFORD,For Profit,1,1,126,126,110,0,0,413,379,,,,,110,0,0,0,0,2,3,7,12,65,21,0,27,83,0,16,12,72,0,10,0,105,3,1,1,0,0,53,0,0,7,0,20,7,0,8,0,0,0,15,0,2014,"385 West Center Street
Manchester, CT
(41.769715, -72.552752)"
CCNH,Arden House,(203) 281-3500,Hamden,NEW_HAVEN,For Profit,1,1,360,360,316,0,0,440,435,,,,,316,0,0,0,2,14,29,41,124,91,15,0,108,208,0,51,76,136,0,49,4,205,85,23,0,3,0,240,0,0,13,0,27,8,0,0,0,0,2,12,14,2014,"850 Mix Avenue
Hamden, CT
(41.375785, -72.92065)"
CCNH,Cassena Care at Norwalk,(203) 853-0010,Norwalk,FAIRFIELD,For Profit,1,1,150,150,134,0,0,475,427,,,,,134,0,0,0,2,8,31,41,34,17,1,0,67,67,0,16,56,27,1,33,1,82,35,14,1,1,1,106,0,0,8,0,14,0,0,0,0,0,FACILITY NAME,5,0,2015,"23 Prospect Avenue
Norwalk, CT
(41.114044, -73.422102)"
CCNH,West Hartford Health and Rehabilitation Center,(860) 521-8700,West Hartford,HARTFORD,For Profit,1,1,160,160,135,0,0,470,413,,,,,135,0,0,0,1,2,15,24,37,52,4,0,52,83,0,36,34,40,3,22,0,87,28,13,0,7,0,94,0,0,6,0,14,11,0,0,0,0,Level of Care,8,2,2015,"130 Loomis Drive
West Hartford, CT
(41.766678, -72.739818)"
CCNH/RHNS,Meadowbrook of Granby,(860) 653-9888,Granby,HARTFORD,For Profit,1,1,90,80,75,10,10,473,458,,445,431,,85,0,0,0,0,1,7,7,28,30,12,0,25,60,0,23,5,50,0,7,0,81,3,0,0,1,0,47,0,0,6,0,16,6,0,0,0,0,0,9,1,2014,"350 Salmon Brook Street
Granby, CT
(41.964068, -72.790811)"
CCNH,The Kent Specialty Care Center,(860) 927-5368,Kent,LITCHFIELD,For Profit,1,1,90,90,19,0,0,375,350,,,,,19,0,0,0,0,0,6,5,5,3,0,0,8,11,0,1,3,8,0,7,0,18,1,0,0,0,0,14,1,0,3,0,1,0,0,0,0,0,Level of Care,0,0,2015,"46 Maple Street
Kent, CT
(41.720856, -73.473572)"
CCNH,Astoria Park,(203) 366-3653,Bridgeport,FAIRFIELD,For Profit,1,1,135,135,105,0,0,281,271,251,,,,105,0,0,0,1,4,17,28,20,31,4,0,42,63,0,22,31,28,2,22,0,29,45,28,0,3,0,86,0,0,5,0,7,4,0,0,0,0,Level of Care,0,3,2015,"725 Park Avenue
Bridgeport, CT
(41.171893, -73.196366)"
CCNH,Smith House Health Care Center,(203) 322-3428,Stamford,FAIRFIELD,Non-profit,1,1,128,128,116,0,0,450,400,,,,,116,0,0,1,4,9,11,14,27,41,9,0,44,72,0,20,37,40,2,17,0,94,14,6,0,2,0,95,0,0,4,0,7,1,0,0,0,0,0,7,2,2014,"88 Rockrimmon Road
Stamford, CT
(41.139958, -73.5614)"
CCNH,Maefair Health Care Center,(203) 459-5152,Trumbull,FAIRFIELD,For Profit,1,1,134,134,130,0,0,506,494,,,,,130,0,0,1,0,3,8,13,31,56,18,0,39,91,0,17,24,72,1,16,0,100,21,9,0,0,0,0,0,0,93,0,11,8,0,0,0,0,Level of Care,11,7,2015,"21 Maefair Court
Trumbull, CT
(41.236342, -73.194748)"
CCNH,Bethel Health Care Center,(203) 830-4180,Bethel,FAIRFIELD,For Profit,1,1,161,161,136,0,0,470,430,,,,,136,0,0,1,1,2,12,19,32,53,16,0,36,100,0,43,13,65,1,14,0,131,2,2,0,1,0,51,0,0,0,0,56,3,0,0,0,0,16,9,1,2014,"13 Parklawn Drive
Bethel, CT
(41.425085, -73.39791)"
CCNH,Smith House Health Care Center,(203) 322-3428,Stamford,FAIRFIELD,Non-profit,1,1,128,128,102,0,0,450,400,,,,,102,0,0,0,2,4,9,17,27,31,12,0,34,68,0,19,33,33,2,15,0,79,18,3,0,2,0,80,0,0,1,0,7,6,0,0,0,0,Level of Care,7,1,2015,"88 Rockrimmon Road
Stamford, CT
(41.139958, -73.5614)"
CCNH,Bethel Health Care Center,(203) 830-4180,Bethel,FAIRFIELD,For Profit,1,1,161,161,133,0,0,470,430,,,,,133,0,0,1,2,3,9,19,36,51,12,0,16,117,0,13,6,102,1,11,0,118,1,1,0,0,13,48,0,0,0,0,52,6,0,0,0,0,Licensed CCNH Beds Occupied,16,1,2015,"13 Parklawn Drive
Bethel, CT
(41.425085, -73.39791)"
CCNH,Skyview Center,(203) 265-0981,Wallingford,NEW_HAVEN,For Profit,1,1,97,97,93,0,0,383,368,,,,,93,0,0,0,0,3,10,14,20,34,12,0,31,62,0,18,14,49,2,10,0,83,5,2,0,2,1,70,0,0,5,0,6,3,0,0,0,0,0,7,2,2014,"35 Marc Drive
Wallingford, CT
(41.453342, -72.846279)"
CCNH,Jerome Home,(860) 229-3707,New Britain,HARTFORD,Non-profit,1,1,94,94,89,0,0,453,439,,,,,89,0,0,0,0,0,2,5,12,59,11,0,16,73,0,6,3,78,0,2,0,83,0,4,0,2,0,42,0,0,2,0,6,3,0,0,0,0,0,36,0,2014,"975 Corbin Avenue
New Britain, CT
(41.662105, -72.804149)"
