GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,NAME_M,AHZAM001,AHZAM002,AHZAM003,AHZAM004,AHZAM005,AHZAM006,AHZAM007,AHZAM008,AHZAM009,AHZAM010,AHZAM011,AHZAM012,AHZAM013,AHZAM014,AHZAM015,AHZAM016,AHZAM017,AHZAM018,AHZAM019,AHZAM020,AHZAM021
"G09000100452001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 452, Fairfield County, Connecticut",852,805,732,17,0,9,0,0,47,0,47,47,47,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 452, Fairfield County, Connecticut",136,132,129,13,12,9,12,12,36,12,36,52,52,12,12,12,12,12,12,12,12
"G09000100452002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 452, Fairfield County, Connecticut",1518,1490,1354,7,0,98,0,0,31,0,31,28,24,0,0,0,0,4,0,0,0,"Block Group 2, Census Tract 452, Fairfield County, Connecticut",206,198,214,12,12,50,12,12,28,12,28,24,22,12,12,12,12,8,12,12,12
"G09000100453001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 453, Fairfield County, Connecticut",1493,1475,1245,6,0,162,0,0,62,24,38,18,18,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 453, Fairfield County, Connecticut",139,140,157,9,12,95,12,12,38,34,32,26,26,12,12,12,12,12,12,12,12
"G09000100453002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 453, Fairfield County, Connecticut",1093,1083,1030,6,0,47,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 453, Fairfield County, Connecticut",199,198,203,9,12,43,12,12,12,12,12,14,14,12,12,12,12,12,12,12,12
"G09000100454001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 454, Fairfield County, Connecticut",1742,1656,1464,20,0,142,0,0,30,0,30,86,86,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 454, Fairfield County, Connecticut",314,314,330,31,12,94,12,12,36,12,36,90,90,12,12,12,12,12,12,12,12
"G09000100454002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"045400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 454, Fairfield County, Connecticut",1874,1845,1460,35,0,237,0,0,113,0,113,29,29,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 454, Fairfield County, Connecticut",332,332,283,53,12,167,12,12,121,12,121,31,31,12,12,12,12,12,12,12,12
"G09000100501001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 501, Fairfield County, Connecticut",1314,1285,1132,0,0,132,0,0,21,0,21,29,29,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 501, Fairfield County, Connecticut",233,233,221,12,12,113,12,12,34,12,34,31,31,12,12,12,12,12,12,12,12
"G09000100501002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 501, Fairfield County, Connecticut",1177,1177,1134,0,0,30,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 501, Fairfield County, Connecticut",291,291,295,12,12,47,12,12,20,12,20,12,12,12,12,12,12,12,12,12,12
"G09000100501003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 501, Fairfield County, Connecticut",1773,1743,1570,15,0,120,0,9,29,0,29,30,30,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 501, Fairfield County, Connecticut",230,232,240,23,12,76,12,14,32,12,32,38,38,12,12,12,12,12,12,12,12
"G09000100502001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502, Fairfield County, Connecticut",1944,1904,1610,6,0,201,0,0,87,0,87,40,40,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 502, Fairfield County, Connecticut",269,271,288,12,12,128,12,12,81,12,81,42,42,12,12,12,12,12,12,12,12
"G09000100502002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502, Fairfield County, Connecticut",749,715,534,0,0,181,0,0,0,0,0,34,12,0,0,0,0,0,22,22,0,"Block Group 2, Census Tract 502, Fairfield County, Connecticut",176,161,151,12,12,120,12,12,12,12,12,38,19,12,12,12,12,12,32,32,12
"G09000100502003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 502, Fairfield County, Connecticut",1357,1349,1214,0,0,105,0,0,30,0,30,8,8,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 502, Fairfield County, Connecticut",200,201,202,12,12,77,12,12,35,12,35,13,13,12,12,12,12,12,12,12,12
"G09000100503001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 503, Fairfield County, Connecticut",1437,1437,1368,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 503, Fairfield County, Connecticut",393,393,378,8,12,95,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000100503002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 503, Fairfield County, Connecticut",2545,2464,2086,2,0,271,0,0,105,0,105,81,71,0,0,0,0,10,0,0,0,"Block Group 2, Census Tract 503, Fairfield County, Connecticut",452,466,438,3,12,281,12,12,121,12,121,102,102,12,12,12,12,16,12,12,12
"G09000100503003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 503, Fairfield County, Connecticut",2017,1775,1369,0,0,271,0,0,135,0,135,242,159,0,0,0,0,15,68,0,68,"Block Group 3, Census Tract 503, Fairfield County, Connecticut",496,483,430,12,12,314,12,12,187,12,187,154,157,12,12,12,12,24,116,12,116
"G09000100503004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 503, Fairfield County, Connecticut",1686,1660,1632,0,12,0,0,0,16,0,16,26,0,0,0,0,0,2,24,0,24,"Block Group 4, Census Tract 503, Fairfield County, Connecticut",400,401,393,12,21,12,12,12,26,12,26,39,12,12,12,12,12,7,39,12,39
"G09000100503005","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050300","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 503, Fairfield County, Connecticut",937,647,647,0,0,0,0,0,0,0,0,290,290,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 503, Fairfield County, Connecticut",505,264,264,12,12,12,12,12,12,12,12,338,338,12,12,12,12,12,12,12,12
"G09000100504001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 504, Fairfield County, Connecticut",1211,1124,1022,19,0,30,0,0,53,0,53,87,48,24,0,0,0,15,0,0,0,"Block Group 1, Census Tract 504, Fairfield County, Connecticut",229,215,197,24,12,27,12,12,41,12,41,70,38,33,12,12,12,19,12,12,12
"G09000100504002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 504, Fairfield County, Connecticut",1183,1099,1052,28,0,0,0,0,19,0,19,84,84,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 504, Fairfield County, Connecticut",181,163,159,43,12,12,12,12,21,12,21,105,105,12,12,12,12,12,12,12,12
"G09000100505001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 505, Fairfield County, Connecticut",1558,1536,1251,50,0,188,0,0,47,0,47,22,22,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 505, Fairfield County, Connecticut",272,265,251,77,12,180,12,12,52,12,52,36,36,12,12,12,12,12,12,12,12
"G09000100505002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 505, Fairfield County, Connecticut",1261,1149,1102,0,0,34,0,0,13,13,0,112,112,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 505, Fairfield County, Connecticut",211,209,211,12,12,30,12,12,18,18,12,99,99,12,12,12,12,12,12,12,12
"G09000100505003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 505, Fairfield County, Connecticut",924,924,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 505, Fairfield County, Connecticut",217,217,217,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000100505004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 505, Fairfield County, Connecticut",1355,1314,1177,31,0,80,0,0,26,0,26,41,17,0,0,0,0,0,24,0,24,"Block Group 4, Census Tract 505, Fairfield County, Connecticut",261,264,265,38,12,77,12,12,39,12,39,54,21,12,12,12,12,12,36,12,36
"G09000100506001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 506, Fairfield County, Connecticut",1112,1112,976,0,0,62,0,0,74,0,74,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 506, Fairfield County, Connecticut",208,208,195,12,12,53,12,12,79,12,79,12,12,12,12,12,12,12,12,12,12
"G09000100506002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 506, Fairfield County, Connecticut",775,700,575,0,0,89,0,0,36,0,36,75,28,0,0,0,0,0,47,0,47,"Block Group 2, Census Tract 506, Fairfield County, Connecticut",188,186,184,12,12,94,12,12,33,12,33,96,30,12,12,12,12,12,71,12,71
"G09000100506003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"050600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 506, Fairfield County, Connecticut",1462,1452,1368,0,0,34,0,24,26,0,26,10,10,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 506, Fairfield County, Connecticut",249,250,228,12,12,39,12,35,28,12,28,18,18,12,12,12,12,12,12,12,12
"G09000100551001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"055100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 551, Fairfield County, Connecticut",2523,2490,2360,0,0,50,0,0,80,18,62,33,33,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 551, Fairfield County, Connecticut",311,312,303,12,12,35,12,12,61,29,56,38,38,12,12,12,12,12,12,12,12
"G09000100551002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"055100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 551, Fairfield County, Connecticut",1241,1006,891,0,0,91,0,12,12,0,12,235,210,0,0,0,0,25,0,0,0,"Block Group 2, Census Tract 551, Fairfield County, Connecticut",266,198,193,12,12,61,12,20,20,12,20,178,171,12,12,12,12,39,12,12,12
"G09000100551003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"055100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 551, Fairfield County, Connecticut",694,565,541,0,0,8,0,0,16,0,16,129,86,0,0,0,0,14,29,29,0,"Block Group 3, Census Tract 551, Fairfield County, Connecticut",182,158,155,12,12,12,12,12,24,12,24,68,88,12,12,12,12,23,44,44,12
"G09000100551004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"055100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 551, Fairfield County, Connecticut",1166,1136,1006,0,0,36,0,0,94,0,94,30,30,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 551, Fairfield County, Connecticut",265,267,217,12,12,42,12,12,97,12,97,26,26,12,12,12,12,12,12,12,12
"G09000100552001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"055200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 552, Fairfield County, Connecticut",1421,1400,1303,11,0,50,0,0,36,0,36,21,21,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 552, Fairfield County, Connecticut",251,250,248,18,12,42,12,12,41,12,41,33,33,12,12,12,12,12,12,12,12
"G09000100552002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"055200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 552, Fairfield County, Connecticut",976,887,877,0,0,10,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 552, Fairfield County, Connecticut",233,199,197,12,12,16,12,12,12,12,12,73,73,12,12,12,12,12,12,12,12
"G09000100552003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"055200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 552, Fairfield County, Connecticut",2348,2211,2030,24,0,62,0,0,95,0,95,137,119,0,0,0,0,0,18,0,18,"Block Group 3, Census Tract 552, Fairfield County, Connecticut",333,336,339,26,12,40,12,12,75,12,75,138,132,12,12,12,12,12,29,12,29
"G09000100601001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 601, Fairfield County, Connecticut",3076,2894,2652,158,7,61,0,0,16,0,16,182,146,0,0,0,0,14,22,9,13,"Block Group 1, Census Tract 601, Fairfield County, Connecticut",442,442,427,74,16,55,12,12,24,12,24,80,85,12,12,12,12,18,29,20,22
"G09000100601002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 601, Fairfield County, Connecticut",1384,1154,1000,49,0,44,0,0,61,0,61,230,45,65,0,0,0,0,120,0,120,"Block Group 2, Census Tract 601, Fairfield County, Connecticut",235,202,190,66,12,53,12,12,72,12,72,180,44,99,12,12,12,12,126,12,126
"G09000100602001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 602, Fairfield County, Connecticut",1665,1492,1409,0,0,65,0,0,18,0,18,173,154,0,0,9,0,10,0,0,0,"Block Group 1, Census Tract 602, Fairfield County, Connecticut",292,285,294,12,12,46,12,12,20,12,20,156,151,12,12,14,12,16,12,12,12
"G09000100602002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 602, Fairfield County, Connecticut",1069,988,864,11,0,57,0,0,56,0,56,81,81,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 602, Fairfield County, Connecticut",220,221,193,17,12,66,12,12,66,12,66,73,73,12,12,12,12,12,12,12,12
"G09000100602003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 602, Fairfield County, Connecticut",991,921,852,0,0,16,0,0,53,14,39,70,70,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 602, Fairfield County, Connecticut",196,189,198,12,12,18,12,12,45,21,42,83,83,12,12,12,12,12,12,12,12
"G09000100602004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 602, Fairfield County, Connecticut",881,831,581,0,0,55,0,66,129,0,129,50,50,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 602, Fairfield County, Connecticut",328,345,181,12,12,55,12,96,177,12,177,63,63,12,12,12,12,12,12,12,12
"G09000100603001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 603, Fairfield County, Connecticut",1547,1513,1439,0,0,19,0,0,55,0,55,34,27,7,0,0,0,0,0,0,0,"Block Group 1, Census Tract 603, Fairfield County, Connecticut",199,203,216,12,12,21,12,12,48,12,48,43,41,13,12,12,12,12,12,12,12
"G09000100603002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 603, Fairfield County, Connecticut",1319,1275,1249,0,0,26,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,"Block Group 2, Census Tract 603, Fairfield County, Connecticut",285,291,289,12,12,28,12,12,12,12,12,55,12,12,12,12,12,55,12,12,12
"G09000100603003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 603, Fairfield County, Connecticut",1106,1034,957,23,0,54,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 603, Fairfield County, Connecticut",198,183,184,34,12,60,12,12,12,12,12,67,67,12,12,12,12,12,12,12,12
"G09000100604001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 604, Fairfield County, Connecticut",1119,1084,1066,0,0,18,0,0,0,0,0,35,13,11,0,0,0,0,11,0,11,"Block Group 1, Census Tract 604, Fairfield County, Connecticut",200,197,199,12,12,27,12,12,12,12,12,42,21,18,12,12,12,12,18,12,18
"G09000100604002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 604, Fairfield County, Connecticut",838,825,810,15,0,0,0,0,0,0,0,13,12,0,0,0,0,1,0,0,0,"Block Group 2, Census Tract 604, Fairfield County, Connecticut",184,180,180,20,12,12,12,12,12,12,12,19,19,12,12,12,12,2,12,12,12
"G09000100604003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 604, Fairfield County, Connecticut",565,565,553,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 604, Fairfield County, Connecticut",172,172,174,12,12,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G09000100604004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 604, Fairfield County, Connecticut",851,832,832,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 604, Fairfield County, Connecticut",255,261,261,12,12,12,12,12,12,12,12,22,22,12,12,12,12,12,12,12,12
"G09000100604005","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060400","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 604, Fairfield County, Connecticut",993,993,966,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 604, Fairfield County, Connecticut",174,174,178,12,12,12,12,12,42,12,42,12,12,12,12,12,12,12,12,12,12
"G09000100605001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 605, Fairfield County, Connecticut",2799,2685,2537,28,0,86,0,0,34,8,26,114,97,0,0,6,0,0,11,11,0,"Block Group 1, Census Tract 605, Fairfield County, Connecticut",150,137,130,28,12,54,12,12,25,12,22,83,75,12,12,9,12,12,16,16,12
"G09000100606001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 606, Fairfield County, Connecticut",1480,1423,1414,0,9,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 606, Fairfield County, Connecticut",221,225,225,12,15,12,12,12,12,12,12,77,77,12,12,12,12,12,12,12,12
"G09000100606002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 606, Fairfield County, Connecticut",908,812,675,20,0,50,0,0,67,0,67,96,29,0,0,0,0,0,67,67,0,"Block Group 2, Census Tract 606, Fairfield County, Connecticut",183,185,164,28,12,34,12,12,93,12,93,102,29,12,12,12,12,12,96,96,12
"G09000100607001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 607, Fairfield County, Connecticut",2411,2175,1883,192,0,49,0,0,51,5,46,236,101,17,0,11,0,86,21,14,7,"Block Group 1, Census Tract 607, Fairfield County, Connecticut",232,223,250,73,12,41,12,12,34,10,33,97,56,18,12,20,12,53,25,21,15
"G09000100607002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 607, Fairfield County, Connecticut",1594,1536,1474,53,0,0,0,0,9,0,9,58,43,0,0,0,0,15,0,0,0,"Block Group 2, Census Tract 607, Fairfield County, Connecticut",254,252,241,64,12,12,12,12,14,12,14,48,47,12,12,12,12,22,12,12,12
"G09000100607003","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 607, Fairfield County, Connecticut",1119,1088,1045,0,0,21,0,0,22,0,22,31,21,0,0,0,0,0,10,10,0,"Block Group 3, Census Tract 607, Fairfield County, Connecticut",197,198,206,12,12,30,12,12,24,12,24,36,33,12,12,12,12,12,15,15,12
"G09000100607004","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 607, Fairfield County, Connecticut",1562,1498,1411,0,0,80,0,0,7,7,0,64,64,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 607, Fairfield County, Connecticut",327,321,320,12,12,104,12,12,11,11,12,72,72,12,12,12,12,12,12,12,12
"G09000100607005","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060700","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 607, Fairfield County, Connecticut",1362,1347,1182,17,0,73,0,17,58,31,27,15,15,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 607, Fairfield County, Connecticut",271,270,292,12,12,54,12,18,44,28,34,21,21,12,12,12,12,12,12,12,12
"G09000100608001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 608, Fairfield County, Connecticut",1370,1352,1281,0,0,42,0,0,29,0,29,18,18,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 608, Fairfield County, Connecticut",118,117,123,12,12,29,12,12,28,12,28,16,16,12,12,12,12,12,12,12,12
"G09000100608002","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 608, Fairfield County, Connecticut",762,714,700,0,0,8,0,6,0,0,0,48,48,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 608, Fairfield County, Connecticut",120,118,123,12,12,14,12,9,12,12,12,39,39,12,12,12,12,12,12,12,12
"G09000100609001","2013-2017",,,"Connecticut","09","Fairfield County","001",,,"060900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 609, Fairfield County, Connecticut",1777,1724,1604,5,0,79,0,0,36,0,36,53,42,0,0,0,0,0,11,0,11,"Block Group 1, Census Tract 609, Fairfield County, Connecticut",135,133,140,8,12,56,12,12,26,12,26,41,39,12,12,12,12,12,16,12,16
